ESTADO,PERBASE,COD_PERIODO,COD_UTP,NIVEL,SUBNIVEL,FACULTAD,NOMBRE,DURACION_SEMESTRES,PERIODOS,CANTIDAD
1. No matriculado,27,2019-1,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,191 a 192,3
4. Graduado,29,2020-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,201 a 202,5
4. Graduado,30,2020-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,202 a 211,45
1. No matriculado,31,2021-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,211 a 212,29
2. Permanece programa,1,2006-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,061 a 062,179
3. Cambio de programa,1,2006-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,061 a 062,2
3. Cambio de programa,2,2006-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,062 a 071,9
2. Permanece programa,5,2008-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,081 a 082,182
3. Cambio de programa,8,2009-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,092 a 101,4
2. Permanece programa,9,2010-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,101 a 102,39
4. Graduado,9,2010-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,101 a 102,24
2. Permanece programa,10,2010-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,102 a 111,251
4. Graduado,10,2010-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,102 a 111,7
1. No matriculado,11,2011-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,111 a 112,21
4. Graduado,4,2007-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,072 a 081,21
1. No matriculado,5,2008-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,081 a 082,40
2. Permanece programa,8,2009-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,092 a 101,178
1. No matriculado,8,2009-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,092 a 101,62
1. No matriculado,9,2010-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,101 a 102,33
2. Permanece programa,10,2010-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,102 a 111,174
1. No matriculado,10,2010-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,102 a 111,62
4. Graduado,10,2010-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,102 a 111,37
2. Permanece programa,21,2016-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,161 a 162,799
4. Graduado,22,2016-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,162 a 171,6
2. Permanece programa,23,2017-1,FV28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Básicos ingeniería),10,171 a 172,27
2. Permanece programa,23,2017-1,FV34,Pregrado,Profesional,Ingeniería,Ingeniería Física (Básicos ingenieria),10,171 a 172,15
1. No matriculado,23,2017-1,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,171 a 172,3
2. Permanece programa,24,2017-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,172 a 181,620
1. No matriculado,11,2011-1,AT,Posgrado,Especialización,Ingeniería,Especialización en Electrónica Digital,2,111 a 112,6
1. No matriculado,11,2011-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,111 a 112,60
1. No matriculado,11,2011-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,111 a 112,1
1. No matriculado,13,2012-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,121 a 122,15
1. No matriculado,14,2012-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,122 a 131,62
3. Cambio de programa,15,2013-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,131 a 132,18
2. Permanece programa,16,2013-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,132 a 141,37
2. Permanece programa,16,2013-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,132 a 141,227
2. Permanece programa,17,2014-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,141 a 142,263
4. Graduado,18,2014-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,142 a 151,36
2. Permanece programa,18,2014-2,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,142 a 151,37
1. No matriculado,18,2014-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,142 a 151,1
1. No matriculado,21,2016-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,161 a 162,92
2. Permanece programa,21,2016-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,161 a 162,23
4. Graduado,22,2016-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,162 a 171,22
1. No matriculado,24,2017-2,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,172 a 181,1
1. No matriculado,25,2018-1,FV28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Básicos ingeniería),10,181 a 182,2
2. Permanece programa,26,2018-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,182 a 191,287
2. Permanece programa,31,2021-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,211 a 212,821
3. Cambio de programa,5,2008-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,081 a 082,14
1. No matriculado,7,2009-1,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,091 a 092,65
4. Graduado,8,2009-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,092 a 101,15
3. Cambio de programa,9,2010-1,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,101 a 102,13
4. Graduado,10,2010-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,102 a 111,21
4. Graduado,11,2011-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,111 a 112,13
2. Permanece programa,16,2013-2,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,132 a 141,7
4. Graduado,16,2013-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,132 a 141,3
1. No matriculado,17,2014-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,141 a 142,39
3. Cambio de programa,18,2014-2,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,142 a 151,7
4. Graduado,19,2015-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,151 a 152,14
4. Graduado,20,2015-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,152 a 161,49
2. Permanece programa,20,2015-2,28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación,10,152 a 161,596
4. Graduado,20,2015-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,152 a 161,67
2. Permanece programa,20,2015-2,DV,Posgrado,Doctorado,Ingeniería,Doctorado en Ingeniería,7,152 a 161,24
4. Graduado,20,2015-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,152 a 161,3
3. Cambio de programa,20,2015-2,12,Pregrado,Profesional,Ingeniería,Ingeniería Eléctrica,10,152 a 161,11
1. No matriculado,21,2016-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,161 a 162,9
3. Cambio de programa,22,2016-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,162 a 171,7
2. Permanece programa,24,2017-2,FV28,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Básicos ingeniería),10,172 a 181,24
1. No matriculado,25,2018-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,181 a 182,42
4. Graduado,25,2018-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,181 a 182,9
1. No matriculado,25,2018-1,AZ,Posgrado,Especialización,Ingeniería,Especialización en Redes de Datos,2,181 a 182,4
3. Cambio de programa,25,2018-1,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,181 a 182,4
2. Permanece programa,26,2018-2,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,182 a 191,53
1. No matriculado,27,2019-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,191 a 192,17
1. No matriculado,27,2019-1,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,191 a 192,9
2. Permanece programa,27,2019-1,28C,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Convenio Cuba),10,191 a 192,34
1. No matriculado,28,2019-2,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,192 a 201,24
1. No matriculado,29,2020-1,34,Pregrado,Profesional,Ingeniería,Ingeniería Física,10,201 a 202,12
1. No matriculado,29,2020-1,TS,Pregrado,Tecnológica,Ingeniería,Tecnología en Desarrollo de Software,6,201 a 202,12
4. Graduado,30,2020-2,36,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Nocturno),10,202 a 211,8
1. No matriculado,30,2020-2,FI,Pregrado,Profesional,Ingeniería,Ingeniería Electrónica (Diurna),10,202 a 211,28
2. Permanece programa,31,2021-1,AY,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería de Sistemas y Computación,4,211 a 212,19
4. Graduado,31,2021-1,37,Pregrado,Profesional,Ingeniería,Ingeniería de Sistemas y Computación (Nocturno),12,211 a 212,8
3. Cambio de programa,31,2021-1,47,Posgrado,Maestría,Ingeniería,Maestría en Ingeniería Eléctrica,4,211 a 212,1
