Codigo,Asignatura,Matriculadas,Aprobado,Reprobado,Cancelada,PorcentajeAprobado,PorcentajeReprobado,PorcentajeCancelado,Semestre,ProgramaAcademico
BUB2,FÚTBOL DE SALÓN,2,0,0,2,0.00,0.00,1.00,2016-1,Ingeniería Eléctrica 
IE922,LABORATORIO DE ELECTRONICA II,32,30,0,2,0.94,0.00,0.06,2016-1,Ingeniería Eléctrica 
IE042,LABORATORIO DE  RELEVACIÓN INDUSTRIAL,46,44,0,2,0.96,0.00,0.04,2016-1,Ingeniería Eléctrica 
CB434,FÍSICA III,71,31,16,24,0.44,0.23,0.34,2016-1,Ingeniería Eléctrica 
IE723,CIRCUITOS ELECTRICOS III,69,46,15,8,0.67,0.22,0.12,2016-1,Ingeniería Eléctrica 
II593,ESTADÍSTICA GENERAL,94,64,11,19,0.68,0.12,0.20,2016-1,Ingeniería Eléctrica 
IE893,MAQUINAS ELECTRICAS II,87,60,6,21,0.69,0.07,0.24,2016-1,Ingeniería Eléctrica 
IE0H3,CONTROL DIGITAL (ELECTIVA),29,26,0,3,0.90,0.00,0.10,2016-1,Ingeniería Eléctrica 
IE833,ANALISIS. TRANSMISIÓN Y FILTRADO DE SEÑALES,91,57,15,19,0.63,0.16,0.21,2016-1,Ingeniería Eléctrica 
IM422,TALLER Y AJUSTE,88,73,4,11,0.83,0.05,0.13,2016-1,Ingeniería Eléctrica 
IM533,TERMODINÁMICA I,84,37,28,19,0.44,0.33,0.23,2016-1,Ingeniería Eléctrica 
CB242,LABORATORIO DE FÍSICA I,77,71,2,4,0.92,0.03,0.05,2016-1,Ingeniería Eléctrica 
IE842,LABORATORIO DE MAQUINAS I,34,34,0,0,1.00,0.00,0.00,2016-1,Ingeniería Eléctrica 
CB223,ÁLGEBRA LINEAL,80,36,20,24,0.45,0.25,0.30,2016-1,Ingeniería Eléctrica 
BA172,HUMANIDADES I,74,55,11,8,0.74,0.15,0.11,2016-1,Ingeniería Eléctrica 
UV172,HUMANIDADES I,8,5,3,0,0.63,0.38,0.00,2016-1,Ingeniería Eléctrica 
IE524,CIRCUITOS ELECTRICOS I,141,55,56,30,0.39,0.40,0.21,2016-1,Ingeniería Eléctrica 
IE0F3,MICROPROCESADORES (ELECTIVA),15,14,0,1,0.93,0.00,0.07,2016-1,Ingeniería Eléctrica 
IE933,ELECTRONICA III,61,27,8,26,0.44,0.13,0.43,2016-1,Ingeniería Eléctrica 
BA122,METODOLOGÍA DE LA INVESTIGACIÓN,108,88,7,13,0.81,0.06,0.12,2016-1,Ingeniería Eléctrica 
AV9X,HISTORIA DEL ARTE (E),2,2,0,0,1.00,0.00,0.00,2016-1,Ingeniería Eléctrica 
IE821,LABORATORIO DE CIRCUITOS ELECTRICOS III,45,41,2,2,0.91,0.04,0.04,2016-1,Ingeniería Eléctrica 
CB442,LABORATORIO DE FÍSICA III,53,47,0,6,0.89,0.00,0.11,2016-1,Ingeniería Eléctrica 
CB215,MATEMÁTICAS II,75,51,21,3,0.68,0.28,0.04,2016-1,Ingeniería Eléctrica 
CB112,MATEMÁTICAS I ARTICULACIÓN PRIMER ASIGNATURA,32,19,13,0,0.59,0.41,0.00,2016-1,Ingeniería Eléctrica 
CB352,DIBUJO III,3,2,0,1,0.67,0.00,0.33,2016-1,Ingeniería Eléctrica 
